Name,verified,location,created_at,description,followers_count,following_count,tweet_count
merriemarie,False,,2008-08-02T00:42:05.000Z,,2039,1960,74020
SuspiciousActi4,False,,2019-10-21T19:31:45.000Z,,19,417,1474
CeceMax001,False,,2019-10-08T01:52:05.000Z,#MAGA #KAG #TRUMP2020LANDSLIDE #Q *Something* happened to my old account so I had to start all over. Wife/mother. I swear and I love Jesus!  NO DM's.,1741,2742,39628
DePlorableNOC,False," ✨Orion Spur, M.W.Galaxy🚀",2016-04-09T08:52:18.000Z,Patriot🇺🇸GOD + FAMILY + COUNTRY 🇺🇸Nationalist ⚔️⚖️Salute to the Brave who Protect our Freedom & Traditions! #MAGA #KAG2020 #AmericaFirst #IFBP #2A #1A,7844,8487,35744
jay6018,False,Los Angeles/Annapolis/ Beijing,2008-01-21T00:15:09.000Z,"Husband, Father, Vet. A protagonist in the fight to save Western Civilization & the U.S. Constitution.  #MAGA #KAG #USMC #USNA",6558,5942,132439
KenElli43478646,False,"Aztec, NM",2020-11-18T03:44:28.000Z,love out doors and Drag Racing,17,51,4192
james_anderssen,False,,2016-04-04T19:21:42.000Z,,10769,11823,174143
iam_ipob,False,Biafraland,2015-08-04T06:05:18.000Z,"Stand for Humanity 🌍 and Freedom.🗽
Use Common Sense. 🧠",1220,408,88496
GedlingHarry,False,,2016-01-20T15:21:16.000Z,,9,47,4162
levelheadedmom1,False,,2020-06-03T23:40:09.000Z,"Tired mom. 
The Deep State is evil. 
🚫 to communism. 
🚫 to socialism. 
 #MAGA #KAG #walkaway #Calexodus
       🗽♥️ 🇺🇸 🦅",771,1560,20457
Ramsbee,False,"Newark, NJ",2011-09-07T17:22:29.000Z,,15,68,1780
AngieTink,False,Winter Haven Florida,2009-03-12T18:57:07.000Z,#Twirling Into All The #Magic Of #December Ho~Ho~Ho #MerryChristmas Be Merry & Bright Love & Joy & #GOD Bless Us Everyone! xoxo #Poof 🪄💫🎄💫❄️🪄💫🎄💫❄️😊🙏💫,2895,5000,343335
bobsbabie1965,False,"Georgia, USA",2017-02-10T00:18:57.000Z,Let's #KAG Government & Politics News Health World News/Trump supporter / loves God and the USA NRA supporter/love my President/MAGA,12146,13422,160797
michelepriscal,False,"Avon, IN",2016-10-09T18:03:52.000Z,,31,100,2289
vioelvira,False,usa,2010-06-23T09:59:36.000Z,Big fan of lisette morelos ... some things will never change indeed,36,45,3093
AflieChurch,False,,2016-06-04T14:21:06.000Z,,395,610,94905
twitttime24,False,,2009-06-26T00:38:03.000Z,"Happily married!! Retired IT Director for MHMR 🇺🇸Proud Mom to two amazing adult children and adorable husband! 🇺🇸 Chronically ill, take one day at-a-time 🙏",3355,3610,65522
SamuelWhittemo3,False,,2018-06-07T15:14:30.000Z,✝️ 🙏#MAGA End the Fed #2A #Prolife Jesus Saves!,18312,19928,49359
KourtneyManos,False,"New York, USA",2020-11-26T19:28:46.000Z,"out of town, on consistent flights.",5,29,44
BarbieDoll2020,False,,2011-03-13T18:41:18.000Z,,44,1088,4626
Welles19,False,"Brooklyn, Orwell's 1984",2012-11-10T13:10:26.000Z,"20 yrs @TheComedyStore
Autism Dad
@March_For_Life @codeofvets

#ReleaseTheKraken

Followed by @GenFlynn & @RealJamesWoods
Never Forget #19 Welles Crowther 9/11",6879,7535,449337
StarWarsFan888,False,Etats-Unis,2012-08-24T01:11:51.000Z,,28,443,8535
fernandobaudel,False,,2018-12-24T05:40:25.000Z,"English, Spanish, French, Italian.",43,351,3458
DudleyD00090448,False,AMERICA THE BEAUTIFUL,2020-09-29T06:45:34.000Z,#GODFEARING#JESUSLOVING#GUNTOTING#FLAGWAVING#CONSTITUTION1st#AMERICA1st YOUR FEALINGS STOP @ MY RIGHTS*PERIOD*THIS IS A REPUBLIC.III%..LIBERTY OR DEATH.. PERIOD,1172,1588,4806
watson1_z,False,"Florida, USA",2015-10-14T16:06:47.000Z,COWGIRL4TRUMP 2020 & BEYOND Join me as I try to #KAG • America the Beautiful-In God I Trust • RETWEETS my SPECIALITY #WWG1WGA #StopTheSteal,8492,9338,281850
CurrellCole,False,,2020-05-30T01:59:11.000Z,"P.A. PATRIOT🇺🇸🇺🇸
* THE ART OF WAR. *⚔",236,421,11226
bobcalmex,False,"Apple Valley, CA",2015-12-07T03:34:41.000Z,"Husband, father of nine, proud conservative, USA loving, business owner. #nevervotebymail #maga",2472,2230,70213
perfectword11,False,,2017-07-31T01:14:09.000Z,,2404,3751,53428
SapientHetero,False,,2016-08-02T20:36:32.000Z,"The Red Pill in a can. See things as they really are; follow UBIK!

I love Jesus, but I cuss a bit. 😉

#NRA #LockThemUp #MAGA #KAG #SocialismIsSlavery",4095,4331,57080
MslillieMaga,False,"Orange County, CA 🍊",2018-01-12T17:36:11.000Z,"#PatrioticNationalist, MARRIED, #conservative #LawandOrder, #BackTheBlue #AmericaFirst #PresidentTrump #KAG2020 #MakeCAGolden 🍊NO Dating #VoteRed! 🇺🇸 #6%",15285,16638,216727
CzapGinny,False,,2020-08-31T01:16:12.000Z,"Mother, caring Christian, love the police and FLAG, MAGA following Republicans. Hannity, tucker, Ingraham",24,41,3187
freedomforman,False,,2010-01-19T02:01:16.000Z,,33,97,754
AimielAmMe,False,"Cincinnati, Ohio, USA",2010-11-09T20:13:10.000Z,Graphic Design. A little younger than my hair and just a bit older than my teeth.,4,29,641
Pastorlira,False,,2010-05-10T22:38:46.000Z,"I Am A Deliverer. The Spirit Of The Lord God is upon Me,Because the Lord has anointed Me To preach good tidings to the poor, He has sent Me to heal Isaiah 61:1",922,1648,21321
jeffery52883230,False,,2019-12-10T17:16:01.000Z,,9,29,3306
ataylor1097_ann,False,,2017-04-21T10:44:24.000Z,,2,45,732
StolzDianna,False,,2019-12-31T01:19:06.000Z,,30,106,10447
SarahLoveDavis1,False,"Mississippi, USA",2012-11-06T23:53:24.000Z,"Southern Pride,I call Mis'sippi home.Loves God,believes in Jesus.Proud of Great USA.Cherish Family&Animals.I’m a Proud Member of DAR & NRA.🇺🇸🐾🍀🌷⭐️⭐️⭐️",823,913,105946
Car30907971John,False,,2017-01-07T20:10:34.000Z,,183,287,75646
tiletek30,False,"Missouri, USA",2015-08-17T00:01:39.000Z,"🇺🇸#Constitutional #Conservative #PROISRAEL🇮🇱❤ #God, #Guns,#Country and #VETS #MAGA, #KAG #TRUMP2020 #PATRIOT 👮‍♀️#BLUELIVESMATTER 🚫 DM'S",4021,4956,49872
sharpwittedone,False,,2018-02-03T03:32:11.000Z,🇺🇸 🇮🇱 https://t.co/1xcNiMr78E,167,602,12547
rhinna57,False,,2020-11-06T07:24:19.000Z,Scottish Irish Dual Citizenship 🇺🇸🇨🇦🎓CPA / Trust Fund Baby. Happily Married  Blonde. Gidget is my nickname .,15,41,2641
beeveehall56,False,"Lawrenceville, GA",2015-03-11T14:55:16.000Z,"Atlanta native, Christian, musician, teacher and mother. Enjoying retirement from teaching in public schools, but still teaching music, just privately now.",22,116,232
sodagrrl,False,Mid-Atlantic,2008-11-10T19:01:34.000Z,"I believe in our inspired Constitution. Mayflower Winslows, greatx5 Grandpa was Thomas Jefferson's tutor. 1/32 Choctaw  No DMs or Lists plz or BLOCKED.",11890,11606,223257
BrewCitriot,False,Chicago,2014-09-15T22:09:07.000Z,,13634,13008,13232
JeanneHooton,False,,2018-03-29T17:47:49.000Z,"#Patriot, #Trump, #Strong catholic ,#maga,#trump2020,#WWG1WGA, #conservative,#QArmy #prolife #kag",9880,10839,42519
MarianneHofer,False,"Coral Springs, FL",2012-10-21T21:16:25.000Z,Christian/Conservative. Donald J. Trump is my POTUS.🇺🇸 #ProLife Jesus is my Lord and Savior! #WWG1WGA,24738,25128,437155
nmatesfreedom,False,,2014-10-14T05:54:32.000Z,,51,145,11229
sharonf1001,False,"Georgia, USA",2014-11-06T12:18:52.000Z,"God, family, country, university grad, educator, Christian, Pro Israel, ProLife, Constitutional Conservative, Nationalist, Capitalist, NRA MAGA, Married",13250,14562,206341
GattisRonald,False,,2012-02-22T22:56:46.000Z,,196,702,8057
clemaryland,False,,2012-10-17T04:16:40.000Z,"🇺🇸TRUMP2020🇺🇸, AmericaFirst 🇺🇸 #ProLife💖 💗Corgis,  Be Kind But Don't  be a Doormat, Beach lover 4ever #FightBack
Parler @clemaryland",5101,3711,78891
sanntseud,False,,2019-02-19T01:03:04.000Z,,11,40,4015
cloeykandb13,False,Robeline La,2013-04-24T08:29:44.000Z,,122,720,10363
nikolaisof,False,пос. Рамушки,2012-03-25T15:19:42.000Z,беспощадный гуманист,399,1575,49534
DonnaHa65608314,False,"Texas, USA",2016-07-04T03:42:26.000Z,"⭐️⭐️⭐️TeamTrump, ProLife, RN, #fightback, @Dhale901 on Parler.",4502,4600,81505
Donna2Day,False,,2019-01-04T17:52:08.000Z,,120,126,19462
Jantxnc,False,,2009-04-20T03:40:22.000Z,"Texan in NC, ProLife, ProGod, ProGuns, Pro Israel, #Cruzcrew. NO LIST PLEASE! #MAGA. #ISTANDWITHTUCKER, #RUSH, Back the Blue#ResistanceAgainstBiden",18468,18285,420178
AnnInson1,False,,2020-12-10T14:41:14.000Z,Artist,1,39,494
Charles27710945,False,,2020-03-05T20:49:24.000Z,I like the truth in the Life . I AM a mathematician and An economist.,341,860,66909
K614Stevenson,False,"Colorado, USA",2015-05-01T23:37:09.000Z,"Jesus Is My Savior, I am a Wife and Mother, Lover of Nature, enjoying time spent with my family.",974,1224,34272
erinyamnyam,False,,2011-03-15T13:44:42.000Z,インターネット愛,103,992,2613
AK27RA,False,穢土,2014-08-01T23:33:40.000Z,"ﾄﾞｫｰﾓ。ﾄﾞｫｰﾓﾄﾞｫｰﾓ。
何とかなる。なるようにしかならん。
ボチボチやりま。
人生暇つぶし(^。^)y-゜゜゜

一人来て　一人で帰る
死出の旅
花の浄土に　まゐるうれしさ
南無阿弥陀仏　南無阿弥陀仏

臨済宗　開祖　栄西禅師",1341,793,229655
WARNINGITSNOW,False,VA,2016-10-02T04:49:03.000Z,,583,1213,4423
Expectallgood,False,,2016-07-19T21:44:22.000Z,WWG1WGA,2964,1477,7823
bildarte,False,"Wien, Österreich",2012-12-24T06:42:28.000Z,"COGIT0 ERGO SUM
SONO QUI dal 13/10/ 2020 NON dal 2012 BELLI BASTA ROMPERE X L ' ORTOGRAFIA sono su 1 monte COL cell Crucco CHE corregge.....",282,195,11630
impat23,False,global,2015-05-25T13:14:51.000Z,web developer 💻||🎲Domain investor,1076,2344,5975
regalocya,False,The Universe,2012-07-05T09:33:46.000Z,The sky's the limit That's what they told the fool now I’m aiming for the sun and moon 🚀 .”|#Crypto📉|#Tech💻|#Fitness🏋️‍♂️|#Bitcoin|#Ethereum,4293,4289,15053
dlynhm,False,"Great White North, OHIO",2017-09-24T03:23:28.000Z,DEPLORABLE for sure!  2ndAm!!  100% TRUMPTRAIN all the way!! #MAGA #KAG #USMC VET ALWAYS FORWARD!!.If you are a LIBTARD/SNOWFLAKE don't bother= Instant BLOCK!!!,7174,7772,58721
Washington_One,False,"Houston, TX",2019-05-15T15:18:28.000Z,FB @GenFlynn⭐️⭐️⭐️@JosephJFlynn1 @flynn_neill @lofly727 @robert_spalding 🐾#TeamSidney✨🐆✝️🕎#StopTheCoup #RiggedElection🙈🍌#FightBack🇺🇸🦅#FightForTrump💥🥊,5140,5481,304316
ErikaMi69803855,False,,2020-12-06T04:55:10.000Z,"Mama, wife, Patriot.🇺🇲 May God bless this great country.",109,715,384
TifeIOlagunju,False,"Lagos, Nigeria",2011-10-04T12:43:03.000Z,"Graphic designer | AAT |
boluid@gmail.com | Chelsea Fan | CR7 die hard |
Ig- @tifeart_graphics | 
fb- Tife ID Olagunju",3539,3483,85659
Toxic__Night,False,,2019-06-15T10:43:30.000Z,✝️😷✝️😷✝️😷✝️😷✝️😷✝️😷😵✝️😷😵✝️😷✝️😷✝️😷✝️😵✝️😷✝️😷😵😵✝️😷✝️😷✝️😵✝️😷✝️😷✝️😷✝️😷✝️😷✝️😷✝️✝️😵😵😵😷✝️😷✝️😷✝️😷✝️😷✝️😵😵😵😵😵😷😷😷✝️✝️✝️✝️✝️✝️😷✝️😷,399,4997,10853
MandyGiltjes,False,,2009-05-16T12:17:56.000Z,#Singer #RockChick #Health #Fitness #News #Truth,2205,5000,55640
CareerPlanPro,False,in New York,2010-04-08T18:37:50.000Z,"Earnest, helpful kind of guy. They manufacture ballots like they do news: The media is a Museum now, caretaker of False Narratives. Topics how I see them #MAGA",1635,3267,3419
mohd_w50,False,,2011-11-27T03:41:58.000Z,"مشجع للكرة الألمانية !!
Germany",150,493,2157
MarySpes,False,,2014-05-08T20:25:40.000Z,"54enne, finalmente occupata a tempo indeterminato nella p.a. Lotto da sempre contro le ingiustizie e i diritti calpestati.",667,628,98570
ADDiaz1977,False,,2012-02-23T04:58:14.000Z,Freedom was never won by passivity.,229,569,3745
yoppuyoppu,False,🇪🇪,2010-03-12T13:30:00.000Z,"Self-taught Ruby/JS/Swift programmer, jumper, traveler, curious mind, and active participant in loss with faith in humanity. EdTech | Bioinformatics",449,110,26453
Cesare_Baronio,False,Italia,2013-12-30T16:28:24.000Z,"""Io non sono un figlio  del mio tempo, anzi, mi riesce difficile non definirmi addirittura suo nemico.""

J.ROTH, La Cripta dei Cappuccini",1502,281,40647
DeliveringAlpha,True,"New York, NY",2012-05-22T20:39:47.000Z,"Join us for Delivering Alpha on September 30, 2020 hosted by @CNBC and @iimag. Our retweets are about finance, not our own opinions.",11009,2164,10672
Es_Enki,False,"Cambridge, England",2019-12-30T09:46:21.000Z,"🇬🇧🏛Repúblico 🏛con Alberto Franceschi hispanismo Vzla y monárquico con 🇪🇸 Consultor de seguridad, ExDISIP/Experto policial-criminalística. ❎🇻🇪 🇲🇽",2544,3918,85213
JBoorstin,True,"Los Angeles, CA",2009-03-13T22:10:58.000Z,"Senior Media & Entertainment Reporter @CNBC, creator of CNBC's #Disruptor50 list, contributor to CNBC's #ClosingTheGap coverage.",33525,1923,16243
CEDickson,True,NYC,2010-11-30T20:50:40.000Z,Senior Reporter @YahooNews covering immigration and extremism | DM for Signal + WhatsApp,3467,1209,2530
KassandraKitson,False,,2020-01-23T16:35:46.000Z,🕊don’t hate me cuz I’m tweetiful🕊truth apologist🕊happily married🕊 I block trolls 🕊 avi not me,22594,3735,107284
MrHermit3,False,Google It,2020-06-25T23:01:19.000Z,"DEATH VAX.  

DO NOT KNEEL .                   
https://t.co/Trat4mfRI9

















joined July 2009.


















6th reincarnation",419,1943,11382
miia_2018,False,,2018-02-11T13:34:13.000Z,Baroccomane,4320,459,8379
Kentuck06013514,False,Where the Bluegrass grows,2020-03-23T15:18:53.000Z,"Military Wife, Law Enforcement Daughter & Sister | Kentucky born and breaded | 🇺🇸TRUMP2020🇺🇸 🐸 #backtheblue",593,729,13004
awatila,False,Nairobi,2011-07-02T20:17:43.000Z,Information Systems Specialist,1347,1291,34384
BaradWesmarg,False,,2015-12-15T15:48:53.000Z,,21,142,3974
CoGaddafi,False,"Beekbergen, Apeldoorn",2020-06-07T06:39:54.000Z,Don't come from the angle of telling people things that you haven't beforehand looked up and researched...or you stand on shaky ground.,253,791,1509
realGilbertP,False,"Commerce, CA",2014-05-07T04:01:39.000Z,"God, Country, Family, 2A, MAGA, DJT is my President, NRA.Harley Davidson, 
Judge Jeanine,Tucker,Hannity,Laura.
dm: convoy to protect our country from the left.",995,880,74372
MisterE09026293,False,,2019-09-05T19:44:15.000Z,,12,176,1946
brankicabt,False,,2014-11-25T11:55:51.000Z,,410,790,18567
AndreasKlamm,False,Ludwigshafen am Rhein,2010-02-21T06:33:02.000Z,"Andreas Klamm (Sabaot), https://t.co/oyCXPAwW6q, Journalist, Musiker, Krankenpfleger, Kandidat DIE LINKE, Wahlkreis 38, Landtagswahl Rheinland-Pfalz 2021",727,4991,65837
emma10Tor,False,fuck off,2019-12-21T13:52:26.000Z,Privacy By Default ..!!!,24,551,6128
pcliers,False,,2015-05-06T01:45:44.000Z,Beyond Left or Right! The Truth Hurts! PC = Mind Control Orwellian Doublespeak. #DeepState #BringTroopsHome #EndlessWars #StopWW3 #Immigration #MockingbirdMedia,1076,1577,61447
MessengersALLAH,False,MECCA 🕋    ‏﷽,2011-11-17T08:37:27.000Z,إن الذين يبايعونك إنما يبايعون الله يد الله فوق أيديهم ۚ فمن نكث فإنما ينكث على نفسه ۖ ومن أوفى بما عاهد عليه الله فسيؤتيه أجرا عظيما,787,2872,50912
PSGInna,False,,2012-02-19T08:03:58.000Z,"Même les ténèbres doivent passer. Un jour nouveau viendra... https://t.co/XNCsxeTVim Inutile de m'adresser des mp, pas le temps de les lire.",2968,2490,335832
Zaid_Almahdawi,False,"Houston, TX",2009-08-18T06:37:47.000Z,Former Legal Adviser in UN,262,4372,76220
sergiolopezmir,False,España/ Spain,2011-05-29T17:20:59.000Z,"Catalán y Español
..y me importa un pimiento si pierdo followers,porque yo soy así..me siento cómo el Vicente Valles de Twitter:ni enjabono ni me pongo en pompa",1637,1923,404660
nemesida07,False,,2010-02-22T17:14:55.000Z,,1042,565,189753
gregoriomirabal,False,Estado Amazonas - Venezuela,2010-08-10T12:32:21.000Z,"Somos 9 países, 511 naciones originarias, 66 pueblos libres pero amenazados, hoy gritamos desde la madre selva amazónica, paren el exterminio físico, cultural.",1479,1055,106648
Monterey82,False,,2011-10-21T14:38:29.000Z,,156,441,20975
sergejjlee,False,,2011-02-19T03:57:22.000Z,,248,675,11069
nnedy700,False,,2013-11-29T09:56:29.000Z,Fight for a Good Cause and always be Positive with Life -Liberal Thinkers,416,2002,17380
hoffan1234,False,,2016-12-22T04:17:27.000Z,,1328,5021,86452
sparkobuzzer,False,"KY, USA",2008-12-11T00:05:31.000Z,"i believe in the Lord Jesus, God the Son.  And one day i will see Him face to face and so be with the Lord forever.",392,1608,69836
PaulSorrentino3,False,,2013-04-12T04:07:29.000Z,,9240,5346,452108
GinnieRose08,False,,2019-10-05T18:23:19.000Z,"ILLUMINATI (Ill) Right what we can, write what we can’t. FB author, traveler, Music, dance, baseball, basketball #writingcommunity 😊❤️",1608,1708,11594
infopap,False,Kenya,2010-05-11T16:36:17.000Z,Information is King.,677,659,24042
cncpinky,False,Ireland,2015-02-20T18:31:13.000Z,"Honour hard to find in Politics. #PeoplePower #GilletJaunes #PESCO #CETA OUT #Dive “Slow is smooth, smooth is fast” The only easy day was yesterday",1790,1533,121674
hemil57,False,argentina,2010-06-28T05:49:01.000Z,sigue siendo niño y en paz dormiras,105,283,11947
FUNNAGAN,False,LOS ANGELES,2010-09-27T03:56:11.000Z,,2345,4962,461443
MariluParreiras,False,BRASIL/RJ,2012-03-30T21:53:59.000Z,"Tuiteira independente. O mundo é um grande quintal. Não sou nada, só quero que tudo dê certo. 
*Pré/Pós em Twitter por Harvard*.",15159,6450,405786
Reynald93063819,False,,2019-07-10T05:22:04.000Z,,3227,5001,133757
jmontoya1167,False,,2014-04-05T04:06:59.000Z,,486,5007,22230
tantora_box,False,山田控股,2019-11-20T21:33:16.000Z,ぼんやり生きています。アート、アングラ、丸尾末広、悪趣味、ガロ、病み垢、サブカルチャー、LGBT、カルト。,31,7,8005
AshD1385,False,"Ohio, USA",2016-01-06T02:04:54.000Z,"*Mother*Daughter*Christian*Work In progress* “We must be free,not because we claim freedom,but because we practice it!”-W.Faulkner 👑",1489,2529,41512
linda_nobull,False,,2017-01-29T15:12:53.000Z,"I do not tolerate bullshit and lies. Be weird, do not agree with me, but be your honest self.",293,347,28718
FLYMAN543,False,,2012-01-03T20:44:04.000Z,,81,177,12913
Taylor91428390,False,,2020-12-18T16:37:13.000Z,"𝐬𝐡𝐞/𝐡𝐞𝐫 
𝙁𝘼𝙈𝙄𝙇𝙔 𝘼𝘽𝙊𝙑𝙀 𝘼𝙇𝙇 🐌
ᗩᖇTIᔕT😳🍪
FYI i know the pp is dreadful",104,293,82
Superwoman1950,False,,2010-06-17T17:09:48.000Z,Love 💕 peace ✌🏼 happiness,326,33,105882
TRUMPNeverCRUZ,False,United States,2016-02-10T02:05:25.000Z,❤️🇺🇸🙏🏼🚨🐙#USA #Christian #ProLife ❌ #TRUMPtheVOTE #TrumpPence2016 #Trump2020 #America1st #MAGA #WomenforTrump 🚂🇺🇸💨#WWG1WGA #KAG 💥,2509,4769,18070
mxtoliberty,False,"Georgia, USA",2020-09-04T23:55:17.000Z,"Business owner | CFO |  happily married with one child, one dog, and two cats | trying to help remind America it is the land of the free and home of the brave.",3432,3930,501
Ariesdirection,False,global,2020-06-29T01:09:43.000Z,"they/she
xo
evolving",63,610,5279
PSandandsun2010,False,Canada,2015-10-08T21:59:36.000Z,,68,312,3788
kkayrain,False,NC,2012-04-25T04:27:23.000Z,LEO wife 👮🏼‍♂️homeschool mom 📚 southern girl 🙋🏼‍♀️christian ✝️ Conservative Republican 🚨 MAGA🇺🇸TRUMP 2020,16435,16190,45092
safbpw,False,,2012-02-09T05:56:52.000Z,,59,69,5187
Jamesf9875,False,"Milton Center, OH",2017-02-04T02:17:22.000Z,"5 yr Army Vet. const Contractor, proud father non GMO farmer, alternative energy experimenter, deplorable to Clinton's, American Christian Patriot MAGA",4892,4971,58959
ciscowski,False,Austin 🔸Chappell Hill Tx ,2011-07-13T21:26:39.000Z,-FreeThinker- ✨God✝️ ✨ ☀️TRUTH #TRUMP2020 🔸BreckenridgeCo 🔸🐾Dogs 🎾Tennis 🧘‍♀️Pilates Followed by @CVPayne @WayneDupreeShow @ScottPressler,5214,3845,64524
ajhoge,False,,2008-09-16T06:15:14.000Z,Follow me on https://t.co/kLO24FgdW4,89553,14,46847
wynney25,False,,2011-03-01T09:05:15.000Z,,37,418,857
tokenguy09,False,,2017-08-20T20:31:18.000Z,,8,179,243
KonstaRinne,False,,2020-11-06T09:36:43.000Z,Nettisurfaaja ja totuudenetsijä. Komiat tittelit siihen niin...,0,25,32
Rose53233,False,"Wisconsin, USA",2017-02-04T06:29:03.000Z,"Protecting our Constitutional Republic & 2A

There's a wind of freedom blowing across the planet. It signals desperation to despots, liberation to the enslaved!",885,1490,32823
_MarquiseSimms,False,,2016-12-18T22:46:10.000Z,Boston ✈️Texas 😤  🇯🇲🇭🇹🇩🇴,1142,1057,115798
CanEhDiana42,False,Canada,2019-10-24T05:14:25.000Z,"Aspiring CannaCultivator, CannaChef & Herbal Healer 
To help with gardening supplies: https://t.co/jJOWlWpeoM
21+/Adult; Personal Grower; NO SALES/NO🔌's #NP4P",389,582,5006
Ms_knockout16,False,Where the money resides,2014-04-04T00:08:49.000Z,|Future Plastic Surgeon|👩🏾‍⚕️🏥 iPura vida!🌻🌺🏝 Nadie me puede decir mierda 🤪 ♉️,1193,1141,170222
mrkhme,False,,2020-07-25T05:07:30.000Z,,33,65,1536
NormGeoffrey,False,,2019-10-29T12:58:31.000Z,,64,94,680
onlyafewcows,False,Rural Alberta,2019-03-20T13:19:54.000Z,An independent western Canada makes sense. New account. Retweet does not necessarily mean agreement. I block bots. Ephesians 6:10-18,1593,1197,74833
FrancisTaquin,False,,2014-04-14T11:12:09.000Z,"INFOWARRIOR since 2006 📢


Lutte PACIFIQUE contre le Nouvel Ordre Mondial tyrannique. ✌️✌️

https://t.co/Zp62v5Hqil ✊",1616,185,31284
amurika_,False,BLM ,2018-09-23T21:17:39.000Z,https://t.co/NWRQU9Ci9D,181,177,9387
Patriot1776P,False,,2020-12-17T23:46:46.000Z,,70,389,290
PhilipBertrand,False,Québec,2011-03-13T16:17:46.000Z,Québécois. Europhile. Traditionaliste.,749,3082,18246
lika_322,False,"La Haye, Pays-Bas",2011-07-14T20:03:59.000Z,,1163,1935,10935
BallsLebowski,False,Ontario,2009-05-29T22:30:31.000Z,,15,195,1510
Jeff08248009,False,,2020-03-02T08:23:51.000Z,#1 BR player on XBOX baby! Come catch these thumbs boiiiiiiiiii. Twitch - riphzz,16,24,140
MollyKe08367533,False,,2020-06-30T12:42:50.000Z,"I’m an upper respiratory nurse, which means once😻 I take your breath away, I can help you get it back. My WhatsApp +1(346)971-0431",65,1982,2122
NottingHoodNews,False,"Nottingham, England",2019-01-30T08:42:09.000Z,From Nottingham looking out at the world! Follow for opinions and news about Nottingham and the UK!,54,194,109
FarisSereke,False,,2013-01-17T07:20:50.000Z,† Jesus🔥 | 🍁| Investor | Trader📉,893,47,5165
Jsndwlkr,False,"Murfreesboro, TN",2017-07-18T16:10:14.000Z,Tweets reflect my own opinions or views of the world. I try to see all sides and find the truth in what is out there.,84,635,1243
Paintbug1,False,"Nashua, New Hampshire",2018-06-28T18:08:05.000Z,Artist. Graphic Designer. Crypto Hodler. Liberty Conservative. Drain the Swamp. Third-Wave Feminism is a mental disorder. The media is the virus. MAGA,343,1441,11922
307gentsmith,False,,2017-10-26T21:30:49.000Z,,40,310,290
KingWolfLT,False,,2020-05-10T19:02:15.000Z,,10,153,77
nlcolburn,False,United States,2009-08-14T02:06:56.000Z,"❤️My President,❤️My dogs Wife,Mom,Rescue Mom WQKE,WWG1WGA 🚫I’M MARRIED,NO DM’S,🇺🇸Military💙Bluelivesmatter🇺🇸Oath Keeper🇺🇸Jeeps Rock! ΜΟΛΩΝ ΛΑΒΕ",1739,2260,14349
anvil1bighammer,False,Etats-Unis,2014-03-04T03:44:41.000Z,"I bow down to no man I am a necessary,  I can become combative if push comes to shove, Donald J Trump is my president!!!!!",568,547,44960
MonicaFibonacci,False,"Toronto, Ontario",2017-01-31T14:56:49.000Z,"Politics, philosophy, social science, physics, astronomy, natural science. R&D, Ph.D. in chemistry. 
🚧Trudó🚧
#LifeMatters ⚠️ 
@LESLYNLEWIS 🇨🇦",7074,6908,28132
GayleneSass,False,,2018-09-13T20:05:49.000Z,"Orwell wrote 1984 as a warning, not as an instruction manual. But many are confident they'll never be in Winston's shoes. Pls join me on Parler. @GayleneSass",4838,4526,236743
the_Alekzandre,False,the Moon,2018-05-10T19:39:55.000Z,"World Traveler, Retired before 40, Digital Asset Investor",21,121,168
birthsage,False,Canada,2009-04-08T04:27:59.000Z,"Birth, VBAC, waterbirth, homebirth, intactivist, lactivist, woman.",6443,190,4446
neighhay,False,"Catron County, NM",2008-12-13T14:12:05.000Z,,3373,4927,218463
JanetsPlanet123,False,,2014-04-06T00:46:07.000Z,Love my country and my President!,104,233,1834
WQKEN_Dan,False,"Kennesaw, GA",2014-06-06T06:23:01.000Z,I just want answers. Truth. And justice!,50,110,711
Johnnyr34531558,False,USA,2018-11-22T02:53:40.000Z,,145,133,9404
MikeMelliott,False,,2013-10-10T13:15:49.000Z,,628,482,88280
PietroCanada,False,"Tottenham, Ontario Canada",2012-01-08T04:15:59.000Z,"I like birds, nature and travel. Pics from phone. Wars are for profit! We should be able to discuss ANY topic...change my mind! RTs may be in disbelief. ✌️❤️",368,1323,10767
CydonianSeaRats,False,"Ottawa, ON",2011-12-25T22:31:15.000Z,Badass cold water dive team.,58,165,7267
JoshuaHeilman,False,"Las Vegas, NV",2018-01-16T15:26:11.000Z,,10,2,397
BillRepack,False,,2019-12-06T20:35:09.000Z,,12,68,27
PolishPolackski,False,,2017-06-24T05:26:28.000Z,"O mnie... no oczywiście troll i ruska onuca. Przecież jak oświecona eltyyyyta spod znaku PO mówi, to musi tak być.",12,1,2725
BianchiBeads,False,"Toronto, Ontario",2010-11-06T03:27:07.000Z,"Patriot, trust yourself and always show love and understanding with discernment . God Bless 🙏#maga #wwg1wgaww #452Q2Q",1275,1198,13021
michaelpbreton,False,Canada,2014-03-10T14:31:37.000Z,"Build a world where EVERYONE is guaranteed a living wage, wealth is shared and there is no war.   Join us!",1836,2138,17659
robhendriks1970,False,Zwolle ,2016-06-05T14:40:03.000Z,,6,15,25
